StudentId,Time,Type,Action
0ea4,"18/11/22, 13:01",System,Course viewed
0ea4,"18/11/22, 13:01",Quiz,Course module viewed
0ea4,"18/11/22, 13:01",System,Course viewed
0ea4,"18/11/22, 13:01",Quiz,Course module viewed
0ea4,"18/11/22, 13:01",Folder,Course module viewed
0ea4,"18/11/22, 13:01",System,Course viewed
0ea4,"18/11/22, 13:00",Quiz,Course module viewed
c910,"18/11/22, 13:00",Kaltura Video Resource,Video resource viewed
0ea4,"18/11/22, 13:00",Folder,Course module viewed
c910,"18/11/22, 13:00",System,Course viewed
0ea4,"18/11/22, 13:00",Folder,Course module viewed
0ea4,"18/11/22, 13:00",System,Course viewed
c38e,"18/11/22, 12:57",System,Course viewed
c38e,"18/11/22, 12:57",Turnitin Assignment 2,List Submissions
c38e,"18/11/22, 12:57",System,Course viewed
c910,"18/11/22, 12:54",Kaltura Video Resource,Video resource viewed
c910,"18/11/22, 12:54",System,Course viewed
3914,"18/11/22, 12:52",Kaltura Video Resource,Video resource viewed
3914,"18/11/22, 12:52",System,Course viewed
aca3,"18/11/22, 12:50",Turnitin Assignment 2,List Submissions
aca3,"18/11/22, 12:50",System,Course viewed
0ea4,"18/11/22, 12:42",Folder,Course module viewed
0ea4,"18/11/22, 12:41",System,Course viewed
0ea4,"18/11/22, 12:41",Page,Course module viewed
c910,"18/11/22, 12:40",Kaltura Video Resource,Video resource viewed
c910,"18/11/22, 12:40",System,Course viewed
0ea4,"18/11/22, 12:40",System,Course viewed
8f47,"18/11/22, 12:35",Turnitin Assignment 2,List Submissions
8f47,"18/11/22, 12:35",System,Course viewed
8f47,"18/11/22, 12:35",Turnitin Assignment 2,List Submissions
8f47,"18/11/22, 12:35",System,Course viewed
8b7a,"18/11/22, 12:28",Forum,Course module viewed
5dae,"18/11/22, 12:26",User report,Grade user report viewed
5dae,"18/11/22, 12:26",Turnitin Assignment 2,List Submissions
5dae,"18/11/22, 12:25",System,Course viewed
c0a8,"18/11/22, 12:23",Turnitin Assignment 2,List Submissions
c0a8,"18/11/22, 12:22",System,Course viewed
e2e7,"18/11/22, 12:14",Folder,Course module viewed
e2e7,"18/11/22, 12:14",System,Course viewed
e2e7,"18/11/22, 12:14",Quiz,Quiz attempt reviewed
4c47,"18/11/22, 12:06",Turnitin Assignment 2,List Submissions
e2e7,"18/11/22, 12:06",Turnitin Assignment 2,List Submissions
4c47,"18/11/22, 12:05",System,Course viewed
37dc,"18/11/22, 12:03",Turnitin Assignment 2,List Submissions
37dc,"18/11/22, 12:03",Turnitin Assignment 2,List Submissions
37dc,"18/11/22, 12:02",Turnitin Assignment 2,List Submissions
322b,"18/11/22, 12:01",Folder,Course module viewed
322b,"18/11/22, 12:01",System,Course viewed
1e4f,"18/11/22, 11:54",System,User list viewed
3914,"18/11/22, 11:53",Kaltura Video Resource,Video resource viewed
3914,"18/11/22, 11:53",System,Course viewed
8b7a,"18/11/22, 11:51",Turnitin Assignment 2,List Submissions
1e4f,"18/11/22, 11:51",Turnitin Assignment 2,List Submissions
8b7a,"18/11/22, 11:51",Turnitin Assignment 2,List Submissions
1e4f,"18/11/22, 11:49",User report,Grade user report viewed
1e4f,"18/11/22, 11:49",System,Course viewed
8b7a,"18/11/22, 11:45",Turnitin Assignment 2,List Submissions
8b7a,"18/11/22, 11:44",User report,Grade user report viewed
8b7a,"18/11/22, 11:44",System,Course viewed
37dc,"18/11/22, 11:44",Turnitin Assignment 2,List Submissions
37dc,"18/11/22, 11:43",User report,Grade user report viewed
37dc,"18/11/22, 11:43",System,Course viewed
37dc,"18/11/22, 11:42",Turnitin Assignment 2,List Submissions
37dc,"18/11/22, 11:41",Turnitin Assignment 2,List Submissions
37dc,"18/11/22, 11:41",User report,Grade user report viewed
37dc,"18/11/22, 11:41",System,Course viewed
37dc,"18/11/22, 11:41",Folder,Course module viewed
37dc,"18/11/22, 11:40",System,Course viewed
71e7,"18/11/22, 11:40",Turnitin Assignment 2,List Submissions
71e7,"18/11/22, 11:40",System,Course viewed
ca0a,"18/11/22, 11:34",Turnitin Assignment 2,List Submissions
ca0a,"18/11/22, 11:34",User report,Grade user report viewed
ca0a,"18/11/22, 11:33",User report,Grade user report viewed
ca0a,"18/11/22, 11:33",System,Course viewed
ca0a,"18/11/22, 11:32",System,Course viewed
ca0a,"18/11/22, 11:32",System,User list viewed
ca0a,"18/11/22, 11:32",System,Course viewed
ca0a,"18/11/22, 11:32",Folder,Course module viewed
ca0a,"18/11/22, 11:32",System,Course viewed
e2e7,"18/11/22, 11:31",Quiz,Quiz attempt reviewed
e2e7,"18/11/22, 11:31",Quiz,Course module viewed
295e,"18/11/22, 11:31",System,Course viewed
e2e7,"18/11/22, 11:30",Folder,Course module viewed
d1d7,"18/11/22, 11:27",System,Course viewed
020c,"18/11/22, 11:26",File,Course module viewed
e2e7,"18/11/22, 11:25",Quiz,Quiz attempt reviewed
e2e7,"18/11/22, 11:25",Quiz,Course module viewed
e2e7,"18/11/22, 11:25",Quiz,Course module viewed
3914,"18/11/22, 11:25",Kaltura Video Resource,Video resource viewed
e2e7,"18/11/22, 11:24",Quiz,Quiz attempt reviewed
3914,"18/11/22, 11:24",System,Course viewed
e2e7,"18/11/22, 11:24",Quiz,Course module viewed
e2e7,"18/11/22, 11:23",Quiz,Quiz attempt reviewed
e2e7,"18/11/22, 11:23",Quiz,Course module viewed
020c,"18/11/22, 11:23",System,Course viewed
e2e7,"18/11/22, 11:23",Folder,Course module viewed
020c,"18/11/22, 11:23",Forum,Course module viewed
020c,"18/11/22, 11:22",System,Course viewed
020c,"18/11/22, 11:22",Page,Course module viewed
020c,"18/11/22, 11:22",System,Course viewed
e2e7,"18/11/22, 11:20",Quiz,Quiz attempt reviewed
e2e7,"18/11/22, 11:19",Quiz,Course module viewed
020c,"18/11/22, 11:19",Turnitin Assignment 2,List Submissions
020c,"18/11/22, 11:19",User report,Grade user report viewed
020c,"18/11/22, 11:19",System,Course viewed
e2e7,"18/11/22, 11:19",Folder,Course module viewed
e2e7,"18/11/22, 11:19",Folder,Course module viewed
e2e7,"18/11/22, 11:18",Quiz,Quiz attempt reviewed
e2e7,"18/11/22, 11:18",Quiz,Course module viewed
e2e7,"18/11/22, 11:18",Folder,Course module viewed
e2e7,"18/11/22, 11:18",System,Course viewed
e2e7,"18/11/22, 11:18",Folder,Course module viewed
e2e7,"18/11/22, 11:18",Folder,Course module viewed
e2e7,"18/11/22, 11:13",Quiz,Quiz attempt reviewed
e2e7,"18/11/22, 11:13",Quiz,Course module viewed
e2e7,"18/11/22, 11:13",System,Course viewed
e2e7,"18/11/22, 11:11",File,Course module viewed
e2e7,"18/11/22, 11:10",File,Course module viewed
a7cd,"18/11/22, 11:10",System,Course viewed
a7cd,"18/11/22, 11:10",Open Grader,Open Grader viewed
5e07,"18/11/22, 11:09",User report,Grade user report viewed
a7cd,"18/11/22, 11:09",System,Course viewed
5e07,"18/11/22, 11:09",System,Course viewed
a7cd,"18/11/22, 11:09",Turnitin Assignment 2,List Submissions
295e,"18/11/22, 11:09",Folder,Course module viewed
a7cd,"18/11/22, 11:08",System,Course viewed
733d,"18/11/22, 11:07",File,Course module viewed
0ea4,"18/11/22, 11:07",Turnitin Assignment 2,List Submissions
0ea4,"18/11/22, 11:07",System,Course viewed
e2e7,"18/11/22, 11:07",System,Course viewed
733d,"18/11/22, 11:07",File,Course module viewed
733d,"18/11/22, 11:07",System,Course viewed
0ea4,"18/11/22, 11:06",Page,Course module viewed
0ea4,"18/11/22, 11:06",System,Course viewed
733d,"18/11/22, 11:06",User report,Grade user report viewed
733d,"18/11/22, 11:06",System,Course viewed
06f3,"18/11/22, 11:04",Turnitin Assignment 2,List Submissions
06f3,"18/11/22, 11:04",System,Course viewed
e2e7,"18/11/22, 11:04",Turnitin Assignment 2,List Submissions
e2e7,"18/11/22, 11:04",System,Course viewed
5e07,"18/11/22, 11:02",User report,Grade user report viewed
5e07,"18/11/22, 11:02",System,Course viewed
2e3f,"18/11/22, 11:02",Turnitin Assignment 2,List Submissions
2e3f,"18/11/22, 11:02",System,Course viewed
cad7,"18/11/22, 11:01",Turnitin Assignment 2,List Submissions
cad7,"18/11/22, 11:01",System,Course viewed
646b,"18/11/22, 11:00",System,Course viewed
b0af,"18/11/22, 11:00",User report,Grade user report viewed
b0af,"18/11/22, 11:00",Folder,Course module viewed
2e3f,"18/11/22, 11:00",Turnitin Assignment 2,List Submissions
b0af,"18/11/22, 11:00",System,Course viewed
646b,"18/11/22, 11:00",User report,Grade user report viewed
2e3f,"18/11/22, 11:00",System,Course viewed
e2e7,"18/11/22, 11:00",Folder,Course module viewed
b0af,"18/11/22, 11:00",User report,Grade user report viewed
b0af,"18/11/22, 11:00",System,Course viewed
2e3f,"18/11/22, 11:00",Forum,Discussion viewed
491a,"18/11/22, 10:59",User report,Grade user report viewed
295e,"18/11/22, 10:59",System,Course viewed
2e3f,"18/11/22, 10:59",Forum,Course module viewed
491a,"18/11/22, 10:59",System,Course viewed
e2e7,"18/11/22, 10:59",Quiz,Quiz attempt reviewed
e2e7,"18/11/22, 10:59",Quiz,Course module viewed
e2e7,"18/11/22, 10:59",Folder,Course module viewed
e2e7,"18/11/22, 10:58",Folder,Course module viewed
e2e7,"18/11/22, 10:58",System,Course viewed
b0af,"18/11/22, 10:58",User report,Grade user report viewed
e2e7,"18/11/22, 10:58",Kaltura Video Resource,Video resource viewed
e2e7,"18/11/22, 10:58",System,Course viewed
b0af,"18/11/22, 10:58",System,Course viewed
b0af,"18/11/22, 10:57",Folder,Course module viewed
b0af,"18/11/22, 10:57",Folder,Course module viewed
b0af,"18/11/22, 10:57",Folder,Course module viewed
0ea4,"18/11/22, 10:57",Turnitin Assignment 2,List Submissions
0ea4,"18/11/22, 10:57",System,Course viewed
8a21,"18/11/22, 10:56",Turnitin Assignment 2,List Submissions
7703,"18/11/22, 10:56",System,Course viewed
e2e7,"18/11/22, 10:55",System,Course viewed
e2e7,"18/11/22, 10:55",File,Course module viewed
8a21,"18/11/22, 10:55",System,Course viewed
8952,"18/11/22, 10:55",Turnitin Assignment 2,List Submissions
2e3f,"18/11/22, 10:55",System,Course viewed
8952,"18/11/22, 10:55",System,Course viewed
6484,"18/11/22, 10:55",Turnitin Assignment 2,List Submissions
2e3f,"18/11/22, 10:54",Forum,Course module viewed
0ea4,"18/11/22, 10:54",Turnitin Assignment 2,List Submissions
2e3f,"18/11/22, 10:54",System,Course viewed
8de1,"18/11/22, 10:54",System,Course viewed
0ea4,"18/11/22, 10:54",User report,Grade user report viewed
e2e7,"18/11/22, 10:54",File,Course module viewed
6484,"18/11/22, 10:53",Folder,Course module viewed
6484,"18/11/22, 10:53",System,Course viewed
e2e7,"18/11/22, 10:53",Folder,Course module viewed
9f15,"18/11/22, 10:53",Turnitin Assignment 2,List Submissions
e2e7,"18/11/22, 10:53",System,Course viewed
646b,"18/11/22, 10:53",Turnitin Assignment 2,List Submissions
9f15,"18/11/22, 10:53",System,Course viewed
646b,"18/11/22, 10:53",System,Course viewed
e2e7,"18/11/22, 10:53",User report,Grade user report viewed
e2e7,"18/11/22, 10:52",Quiz,Course module viewed
e2e7,"18/11/22, 10:52",Kaltura Video Resource,Video resource viewed
e2e7,"18/11/22, 10:52",Kaltura Video Resource,Video resource viewed
e2e7,"18/11/22, 10:52",Kaltura Video Resource,Video resource viewed
e2e7,"18/11/22, 10:52",Kaltura Video Resource,Video resource viewed
e2e7,"18/11/22, 10:52",System,Course viewed
e2e7,"18/11/22, 10:51",Kaltura Video Resource,Video resource viewed
e2e7,"18/11/22, 10:51",System,Course viewed
efb4,"18/11/22, 09:43",Turnitin Assignment 2,List Submissions
efb4,"18/11/22, 09:42",System,Course viewed
62f7,"18/11/22, 09:32",File,Course module viewed
62f7,"18/11/22, 09:32",System,Course viewed
62f7,"18/11/22, 09:32",Folder,Course module viewed
0326,"18/11/22, 09:25",System,Course viewed
0326,"18/11/22, 09:25",Quiz,Course module viewed
0326,"18/11/22, 09:24",Kaltura Video Resource,Video resource viewed
0326,"18/11/22, 09:24",Kaltura Video Resource,Video resource viewed
0326,"18/11/22, 09:24",Kaltura Video Resource,Video resource viewed
0326,"18/11/22, 09:24",System,Course viewed
0326,"18/11/22, 09:24",Folder,Course module viewed
0326,"18/11/22, 09:24",System,Course viewed
0326,"18/11/22, 09:24",Folder,Course module viewed
0326,"18/11/22, 09:23",System,Course viewed
0326,"18/11/22, 09:06",Turnitin Assignment 2,List Submissions
0326,"18/11/22, 09:05",System,Course viewed
0326,"18/11/22, 08:31",Folder,Course module viewed
0326,"18/11/22, 08:30",System,Course viewed
0326,"18/11/22, 08:28",Turnitin Assignment 2,List Submissions
0326,"18/11/22, 08:27",System,Course viewed
62f7,"18/11/22, 08:14",System,Course viewed
1665,"18/11/22, 06:36",Folder,Course module viewed
1665,"18/11/22, 06:35",System,Course viewed
1665,"18/11/22, 06:33",Folder,Course module viewed
e744,"18/11/22, 06:17",Folder,Course module viewed
e744,"18/11/22, 06:17",System,Course viewed
1665,"18/11/22, 05:53",Folder,Course module viewed
1665,"18/11/22, 05:48",Folder,Course module viewed
1665,"18/11/22, 05:47",Folder,Course module viewed
1665,"18/11/22, 05:47",System,Course viewed
8ddb,"18/11/22, 01:37",System,Course viewed
8ddb,"18/11/22, 01:37",Turnitin Assignment 2,List Submissions
8ddb,"18/11/22, 01:37",System,Course viewed
8ddb,"18/11/22, 01:36",Turnitin Assignment 2,List Submissions
8ddb,"18/11/22, 01:36",System,Course viewed
8ddb,"18/11/22, 01:36",Page,Course module viewed
8ddb,"18/11/22, 01:36",System,Course viewed
8ddb,"18/11/22, 01:31",System,Course viewed
8ddb,"18/11/22, 01:30",Turnitin Assignment 2,List Submissions
8ddb,"18/11/22, 01:30",Turnitin Assignment 2,List Submissions
8ddb,"18/11/22, 01:30",System,Course viewed
8ddb,"18/11/22, 01:30",Page,Course module viewed
8ddb,"18/11/22, 01:29",System,Course viewed
8ddb,"18/11/22, 01:28",System,Course viewed
8ddb,"18/11/22, 01:27",System,Course viewed
8ddb,"18/11/22, 01:27",Turnitin Assignment 2,List Submissions
8ddb,"18/11/22, 01:27",System,Course viewed
8ddb,"18/11/22, 01:22",Turnitin Assignment 2,List Submissions
8ddb,"18/11/22, 01:22",Folder,Course module viewed
8ddb,"18/11/22, 01:21",User report,Grade user report viewed
8ddb,"18/11/22, 01:21",System,Course viewed
6fec,"17/11/22, 23:54",Folder,Course module viewed
0326,"17/11/22, 23:13",System,Course viewed
fe9a,"17/11/22, 22:50",Turnitin Assignment 2,List Submissions
fe9a,"17/11/22, 22:50",System,Course viewed
5867,"17/11/22, 22:30",Turnitin Assignment 2,List Submissions
5867,"17/11/22, 22:30",System,Course viewed
4f2c,"17/11/22, 22:22",Kaltura Video Resource,Video resource viewed
4f2c,"17/11/22, 22:21",System,Course viewed
bde7,"17/11/22, 22:21",Turnitin Assignment 2,List Submissions
4f2c,"17/11/22, 22:21",Quiz,Course module viewed
bde7,"17/11/22, 22:21",System,Course viewed
4f2c,"17/11/22, 22:21",System,Course viewed
4f2c,"17/11/22, 22:21",Quiz,Course module viewed
4f2c,"17/11/22, 22:21",System,Course viewed
4f2c,"17/11/22, 22:20",Quiz,Course module viewed
4f2c,"17/11/22, 22:20",System,Course viewed
4f2c,"17/11/22, 22:20",Folder,Course module viewed
4f2c,"17/11/22, 22:20",System,Course viewed
49cf,"17/11/22, 22:19",Turnitin Assignment 2,List Submissions
b0af,"17/11/22, 22:16",Folder,Course module viewed
b0af,"17/11/22, 22:16",System,Course viewed
fe9a,"17/11/22, 22:14",Turnitin Assignment 2,List Submissions
fe9a,"17/11/22, 22:14",System,Course viewed
4f2c,"17/11/22, 22:13",Kaltura Video Resource,Video resource viewed
4f2c,"17/11/22, 22:13",System,Course viewed
5867,"17/11/22, 22:06",Turnitin Assignment 2,List Submissions
5867,"17/11/22, 22:06",Turnitin Assignment 2,List Submissions
5867,"17/11/22, 22:06",System,Course viewed
4f2c,"17/11/22, 22:05",Kaltura Video Resource,Video resource viewed
0326,"17/11/22, 21:59",Turnitin Assignment 2,List Submissions
0326,"17/11/22, 21:58",System,Course viewed
37dc,"17/11/22, 21:52",Kaltura Video Resource,Video resource viewed
0326,"17/11/22, 21:50",Turnitin Assignment 2,List Submissions
0326,"17/11/22, 21:50",System,Course viewed
37dc,"17/11/22, 21:50",System,Course viewed
37dc,"17/11/22, 21:44",Kaltura Video Resource,Video resource viewed
37dc,"17/11/22, 21:44",System,Course viewed
37dc,"17/11/22, 21:43",System,Course viewed
37dc,"17/11/22, 21:43",Kaltura Video Resource,Video resource viewed
37dc,"17/11/22, 21:43",System,Course viewed
37dc,"17/11/22, 21:42",Kaltura Video Resource,Video resource viewed
4f2c,"17/11/22, 21:42",System,Course viewed
37dc,"17/11/22, 21:42",System,Course viewed
37dc,"17/11/22, 21:41",Kaltura Video Resource,Video resource viewed
0326,"17/11/22, 21:41",System,Course user report viewed
37dc,"17/11/22, 21:41",System,Course viewed
37dc,"17/11/22, 21:41",Kaltura Video Resource,Video resource viewed
4f2c,"17/11/22, 21:41",Page,Course module viewed
37dc,"17/11/22, 21:41",System,Course viewed
4f2c,"17/11/22, 21:36",File,Course module viewed
4f2c,"17/11/22, 21:35",System,Course viewed
0326,"17/11/22, 21:34",Turnitin Assignment 2,List Submissions
0326,"17/11/22, 21:34",System,Course viewed
584e,"17/11/22, 21:23",Turnitin Assignment 2,List Submissions
584e,"17/11/22, 21:23",System,Course viewed
0ea4,"17/11/22, 20:39",Turnitin Assignment 2,List Submissions
0ea4,"17/11/22, 20:37",Turnitin Assignment 2,List Submissions
0ea4,"17/11/22, 20:37",Turnitin Assignment 2,List Submissions
0ea4,"17/11/22, 20:37",System,Course viewed
0ea4,"17/11/22, 20:36",Folder,Course module viewed
0ea4,"17/11/22, 20:36",System,Course viewed
f605,"17/11/22, 19:54",Kaltura Video Resource,Video resource viewed
f605,"17/11/22, 19:54",System,Course viewed
f605,"17/11/22, 19:54",Kaltura Video Resource,Video resource viewed
f605,"17/11/22, 19:54",System,Course viewed
f605,"17/11/22, 19:54",Kaltura Video Resource,Video resource viewed
f605,"17/11/22, 19:54",System,Course viewed
f605,"17/11/22, 19:53",Kaltura Video Resource,Video resource viewed
f605,"17/11/22, 19:53",System,Course viewed
f605,"17/11/22, 19:53",Kaltura Video Resource,Video resource viewed
f605,"17/11/22, 19:53",System,Course viewed
f605,"17/11/22, 19:52",Kaltura Video Resource,Video resource viewed
f605,"17/11/22, 19:52",System,Course viewed
f605,"17/11/22, 19:52",Kaltura Video Resource,Video resource viewed
f605,"17/11/22, 19:52",System,Course viewed
f605,"17/11/22, 19:52",Kaltura Video Resource,Video resource viewed
f605,"17/11/22, 19:52",System,Course viewed
f605,"17/11/22, 19:52",Kaltura Video Resource,Video resource viewed
f605,"17/11/22, 19:52",System,Course viewed
f605,"17/11/22, 19:51",Kaltura Video Resource,Video resource viewed
f605,"17/11/22, 19:51",System,Course viewed
f605,"17/11/22, 19:51",Kaltura Video Resource,Video resource viewed
f605,"17/11/22, 19:51",System,Course viewed
f605,"17/11/22, 19:50",Kaltura Video Resource,Video resource viewed
49cf,"17/11/22, 19:49",System,Course viewed
6fec,"17/11/22, 19:47",Folder,Course module viewed
f605,"17/11/22, 19:47",System,Course viewed
f605,"17/11/22, 19:47",Folder,Course module viewed
f605,"17/11/22, 19:47",System,Course viewed
f605,"17/11/22, 19:47",Kaltura Video Resource,Video resource viewed
f605,"17/11/22, 19:46",System,Course viewed
6fec,"17/11/22, 19:46",System,Course viewed
f605,"17/11/22, 19:45",Kaltura Video Resource,Video resource viewed
f605,"17/11/22, 19:45",System,Course viewed
bde7,"17/11/22, 19:43",Folder,Course module viewed
bde7,"17/11/22, 19:43",System,Course viewed
6cd6,"17/11/22, 19:41",Folder,Course module viewed
6cd6,"17/11/22, 19:41",System,Course viewed
2f08,"17/11/22, 19:37",Kaltura Video Resource,Video resource viewed
6cd6,"17/11/22, 19:31",Folder,Course module viewed
6cd6,"17/11/22, 19:30",System,Course viewed
49cf,"17/11/22, 19:29",Kaltura Video Resource,Video resource viewed
49cf,"17/11/22, 19:29",System,Course viewed
bde7,"17/11/22, 19:13",Kaltura Video Resource,Video resource viewed
bde7,"17/11/22, 19:13",System,Course viewed
6cd6,"17/11/22, 19:12",Folder,Course module viewed
6cd6,"17/11/22, 19:12",System,Course viewed
6cd6,"17/11/22, 19:10",Folder,Course module viewed
6cd6,"17/11/22, 19:10",System,Course viewed
6cd6,"17/11/22, 19:08",Folder,Course module viewed
6cd6,"17/11/22, 19:08",Folder,Course module viewed
6cd6,"17/11/22, 19:08",System,Course viewed
6cd6,"17/11/22, 19:08",Folder,Course module viewed
6cd6,"17/11/22, 19:08",Folder,Course module viewed
6cd6,"17/11/22, 19:08",System,Course viewed
bde7,"17/11/22, 19:08",Folder,Course module viewed
6cd6,"17/11/22, 19:08",Folder,Course module viewed
6cd6,"17/11/22, 19:08",Folder,Course module viewed
6cd6,"17/11/22, 19:08",System,Course viewed
bde7,"17/11/22, 19:07",System,Course viewed
bde7,"17/11/22, 19:07",Folder,Course module viewed
37dc,"17/11/22, 19:03",Folder,Course module viewed
6cd6,"17/11/22, 19:02",System,Course viewed
bde7,"17/11/22, 19:02",System,Course viewed
37dc,"17/11/22, 19:02",Quiz,Quiz attempt reviewed
37dc,"17/11/22, 19:02",Quiz,Course module viewed
37dc,"17/11/22, 19:01",System,Course viewed
f605,"17/11/22, 19:00",Kaltura Video Resource,Video resource viewed
f605,"17/11/22, 19:00",System,Course viewed
49cf,"17/11/22, 18:59",Kaltura Video Resource,Video resource viewed
49cf,"17/11/22, 18:59",System,Course viewed
49cf,"17/11/22, 18:58",Folder,Course module viewed
49cf,"17/11/22, 18:58",System,Course viewed
bde7,"17/11/22, 18:57",Folder,Course module viewed
bde7,"17/11/22, 18:57",System,Course viewed
bde7,"17/11/22, 18:57",Folder,Course module viewed
bde7,"17/11/22, 18:57",System,Course viewed
bde7,"17/11/22, 18:56",Folder,Course module viewed
6cd6,"17/11/22, 18:47",Folder,Course module viewed
6cd6,"17/11/22, 18:47",Folder,Course module viewed
bde7,"17/11/22, 18:47",System,Course viewed
6cd6,"17/11/22, 18:46",System,Course viewed
2f08,"17/11/22, 18:35",System,Course viewed
2f08,"17/11/22, 18:35",Folder,Course module viewed
2f08,"17/11/22, 18:34",Kaltura Video Resource,Video resource viewed
2f08,"17/11/22, 18:34",Kaltura Video Resource,Video resource viewed
2f08,"17/11/22, 18:34",Kaltura Video Resource,Video resource viewed
2f08,"17/11/22, 18:34",Kaltura Video Resource,Video resource viewed
2f08,"17/11/22, 18:34",Kaltura Video Resource,Video resource viewed
2f08,"17/11/22, 18:34",Kaltura Video Resource,Video resource viewed
49cf,"17/11/22, 18:32",Kaltura Video Resource,Video resource viewed
49cf,"17/11/22, 18:31",File,Course module viewed
49cf,"17/11/22, 18:29",File,Course module viewed
6cd6,"17/11/22, 18:18",Folder,Course module viewed
6cd6,"17/11/22, 18:18",System,Course viewed
6cd6,"17/11/22, 18:18",Folder,Course module viewed
6cd6,"17/11/22, 18:18",System,Course viewed
6cd6,"17/11/22, 18:18",Folder,Course module viewed
6cd6,"17/11/22, 18:17",System,Course viewed
6cd6,"17/11/22, 18:17",Folder,Course module viewed
6cd6,"17/11/22, 18:17",System,Course viewed
6cd6,"17/11/22, 18:17",Folder,Course module viewed
6cd6,"17/11/22, 18:17",System,Course viewed
6cd6,"17/11/22, 18:17",Folder,Course module viewed
6cd6,"17/11/22, 18:17",System,Course viewed
6cd6,"17/11/22, 18:16",Folder,Course module viewed
6cd6,"17/11/22, 18:16",System,Course viewed
2f08,"17/11/22, 18:16",System,Course viewed
49cf,"17/11/22, 18:11",File,Course module viewed
49cf,"17/11/22, 18:11",System,Course viewed
8952,"17/11/22, 18:01",Turnitin Assignment 2,List Submissions
8952,"17/11/22, 18:01",System,Course viewed
bde7,"17/11/22, 17:50",Folder,Course module viewed
bde7,"17/11/22, 17:50",System,Course viewed
bde7,"17/11/22, 17:20",Folder,Course module viewed
bde7,"17/11/22, 17:20",System,Course viewed
bde7,"17/11/22, 17:19",Folder,Course module viewed
bde7,"17/11/22, 17:19",System,Course viewed
e2e7,"17/11/22, 17:09",System,Course viewed
6cd6,"17/11/22, 17:00",Kaltura Video Resource,Video resource viewed
6cd6,"17/11/22, 16:59",Folder,Course module viewed
6cd6,"17/11/22, 16:59",System,Course viewed
6cd6,"17/11/22, 16:59",Kaltura Video Resource,Video resource viewed
6cd6,"17/11/22, 16:59",System,Course viewed
6cd6,"17/11/22, 16:59",Kaltura Video Resource,Video resource viewed
bde7,"17/11/22, 16:36",Folder,Course module viewed
bde7,"17/11/22, 16:36",System,Course viewed
bde7,"17/11/22, 16:36",Folder,Course module viewed
bde7,"17/11/22, 16:36",System,Course viewed
bde7,"17/11/22, 16:35",Folder,Course module viewed
bde7,"17/11/22, 16:32",System,Course viewed
bde7,"17/11/22, 16:30",Folder,Course module viewed
bde7,"17/11/22, 16:30",System,Course viewed
8f47,"17/11/22, 16:15",Turnitin Assignment 2,List Submissions
8f47,"17/11/22, 16:15",System,Course viewed
aca3,"17/11/22, 16:15",Turnitin Assignment 2,List Submissions
631b,"17/11/22, 16:14",System,Course viewed
631b,"17/11/22, 16:14",Turnitin Assignment 2,List Submissions
edfc,"17/11/22, 16:14",System,Course viewed
6cd6,"17/11/22, 16:13",Folder,Course module viewed
6cd6,"17/11/22, 16:13",System,Course viewed
6cd6,"17/11/22, 16:13",Kaltura Video Resource,Video resource viewed
6cd6,"17/11/22, 16:12",System,Course viewed
6cd6,"17/11/22, 16:12",Kaltura Video Resource,Video resource viewed
6cd6,"17/11/22, 16:11",Folder,Course module viewed
6cd6,"17/11/22, 16:11",Kaltura Video Resource,Video resource viewed
6cd6,"17/11/22, 16:11",System,Course viewed
6cd6,"17/11/22, 16:11",Quiz,Course module viewed
6cd6,"17/11/22, 16:10",Kaltura Video Resource,Video resource viewed
6cd6,"17/11/22, 16:10",System,Course viewed
71e7,"17/11/22, 16:09",System,Course viewed
6cd6,"17/11/22, 16:05",Folder,Course module viewed
6cd6,"17/11/22, 16:04",System,Course viewed
9f15,"17/11/22, 15:59",System,Course viewed
9f15,"17/11/22, 15:59",System,User list viewed
9f15,"17/11/22, 15:59",System,User list viewed
9f15,"17/11/22, 15:59",Quiz,Quiz attempt reviewed
2f08,"17/11/22, 15:57",Kaltura Video Resource,Video resource viewed
2f08,"17/11/22, 15:57",Kaltura Video Resource,Video resource viewed
2f08,"17/11/22, 15:56",Kaltura Video Resource,Video resource viewed
6cd6,"17/11/22, 15:56",Folder,Course module viewed
6cd6,"17/11/22, 15:56",System,Course viewed
6cd6,"17/11/22, 15:55",Folder,Course module viewed
6cd6,"17/11/22, 15:55",System,Course viewed
6cd6,"17/11/22, 15:54",Folder,Course module viewed
6cd6,"17/11/22, 15:54",System,Course viewed
6cd6,"17/11/22, 15:54",Folder,Course module viewed
6cd6,"17/11/22, 15:54",System,Course viewed
bde7,"17/11/22, 15:54",Folder,Course module viewed
bde7,"17/11/22, 15:53",System,Course viewed
bde7,"17/11/22, 15:53",System,Course viewed
5e07,"17/11/22, 15:51",User report,Grade user report viewed
5e07,"17/11/22, 15:51",System,Course viewed
020c,"17/11/22, 15:50",System,Course user report viewed
2f08,"17/11/22, 15:44",Kaltura Video Resource,Video resource viewed
6cd6,"17/11/22, 15:43",Folder,Course module viewed
6cd6,"17/11/22, 15:43",System,Course viewed
6cd6,"17/11/22, 15:39",Folder,Course module viewed
6cd6,"17/11/22, 15:37",System,Course viewed
bde7,"17/11/22, 15:31",System,Course viewed
bde7,"17/11/22, 15:30",Turnitin Assignment 2,List Submissions
